Date|Time|Symbol|Strike|Call_Put|Expiration|Alert_Type|Side|Vol|OI|Vol_OI_Ratio|Premium|OTM_Pct|Bid_Ask_Pct|Avg_Fill|Multileg_Vol
2026-03-09|12:59:34|AAL|12.0|CALL|3/13/2026|Hot Contract|Ask|6|8965|1.65|183K|5%|26/71|0.12|6%
2026-03-10|06:36:25|META|672.5|CALL|3/20/2026|Interval (5 min)|Ask|0|847|2.36|1.54M|2%|0/100|7.70|0%
2026-03-10|06:36:27|META|672.5|CALL|3/20/2026|Hot Contract|Ask|0|847|2.38|1.55M|2%|0/100|7.70|0%
2026-03-10|06:42:47|IREN|38.5|PUT|3/13/2026|Interval (5 min)|Ask|0|631|2.50|224K|3%|0/100|1.42|0%
2026-03-10|06:42:48|IREN|38.5|PUT|3/13/2026|Hot Contract|Ask|0|631|5.33|478K|2%|0/100|1.42|0%
2026-03-10|06:44:00|AMZN|235.0|CALL|4/24/2026|Interval (5 min)|Ask|0|97|10.31|232K|10%|3/97|2.31|0%
2026-03-10|06:44:32|AMZN|235.0|CALL|4/24/2026|Hot Contract|Ask|0|97|42.99|974K|10%|1/99|2.33|0%
2026-03-10|06:44:32|AMZN|235.0|CALL|4/24/2026|Hot Contract|Ask|0|97|42.99|974K|10%|1/99|2.33|0%
2026-03-10|06:45:56|META|672.5|CALL|3/20/2026|Hot Contract|Ask|1|847|2.96|1.91M|3%|17/83|7.63|1%
2026-03-10|06:48:28|RKLB|69.0|PUT|3/13/2026|Interval (5 min)|Ask|0|847|1.33|256K|2%|0/100|2.26|0%
2026-03-10|06:51:04|HIMS|24.0|PUT|3/13/2026|Interval (5 min)|Ask|0|151|20.44|269K|4%|1/99|0.87|0%
2026-03-10|06:51:05|WULF|14.5|CALL|3/13/2026|Interval (5 min)|Ask|0|2470|1.36|231K|0%|0/100|0.69|0%
2026-03-10|06:51:08|WULF|14.5|CALL|3/13/2026|Hot Contract|Ask|0|2470|1.87|318K|0%|1/99|0.69|0%
2026-03-10|06:51:09|HIMS|24.0|PUT|3/13/2026|Hot Contract|Ask|3|151|31.83|433K|4%|16/82|0.90|3%
2026-03-10|06:51:35|LITE|1100.0|CALL|9/18/2026|Hot Contract|Ask|0|5|10.00|540K|54%|0/100|108.00|0%
2026-03-10|06:51:40|NBIS|110.0|CALL|4/10/2026|Interval (5 min)|Ask|0|131|7.64|530K|13%|0/100|5.30|0%
2026-03-10|06:51:45|NBIS|110.0|CALL|4/10/2026|Hot Contract|Ask|0|131|8.60|597K|13%|0/100|5.30|0%
2026-03-10|06:53:14|APLD|26.5|PUT|3/13/2026|Interval (5 min)|Ask|0|626|4.73|213K|6%|0/100|0.72|0%
2026-03-10|06:53:18|APLD|26.5|PUT|3/13/2026|Hot Contract|Ask|0|626|5.52|249K|6%|6/94|0.72|0%
2026-03-10|06:54:43|ORCL|167.5|CALL|3/13/2026|Interval (5 min)|Ask|0|1499|2.00|751K|12%|0/100|2.50|0%
2026-03-10|06:54:45|ORCL|167.5|CALL|3/13/2026|Hot Contract|Ask|0|1499|2.05|771K|12%|2/98|2.50|0%
2026-03-10|06:54:46|ORCL|167.5|CALL|3/13/2026|Hot Contract|Ask|0|1499|2.05|771K|12%|2/98|2.50|0%
2026-03-10|06:55:55|ORCL|137.0|PUT|3/13/2026|Interval (5 min)|Ask|0|254|3.96|274K|9%|0/100|2.72|0%
2026-03-10|06:59:38|RIOT|14.5|PUT|3/13/2026|Hot Contract|Ask|0|2285|1.50|124K|4%|5/94|0.36|0%
2026-03-10|06:59:51|GOOG|320.0|CALL|3/27/2026|Interval (5 min)|Ask|0|1432|6.99|3M|5%|0/100|3.00|0%
2026-03-10|06:59:53|GOOG|320.0|CALL|3/27/2026|Hot Contract|Ask|0|1432|7.08|3.04M|5%|0/100|3.00|0%
2026-03-10|06:59:54|GOOG|320.0|CALL|3/27/2026|Hot Contract|Ask|0|1432|7.08|3.04M|5%|0/100|3.00|0%
2026-03-10|07:03:40|APLD|22.0|PUT|3/27/2026|Interval (5 min)|Ask|0|343|8.15|210K|21%|2/98|0.75|0%
2026-03-10|07:03:40|APLD|22.0|PUT|3/27/2026|Hot Contract|Ask|0|343|8.31|214K|21%|3/97|0.75|0%
2026-03-10|07:04:09|INTC|46.0|PUT|3/13/2026|Interval (5 min)|Ask|0|1416|1.75|275K|1%|1/99|1.11|0%
2026-03-10|07:04:11|INTC|46.0|PUT|3/13/2026|Hot Contract|Ask|2|1416|3.03|464K|1%|11/86|1.08|2%
2026-03-10|07:08:09|MSFT|405.0|CALL|3/13/2026|Hot Contract|Ask|8|1792|1.79|1.6M|0%|14/84|4.99|8%
2026-03-10|07:08:50|RKLB|85.0|CALL|3/27/2026|Interval (5 min)|Ask|0|536|2.07|202K|19%|2/98|1.82|0%
2026-03-10|07:14:06|QBTS|18.5|PUT|3/13/2026|Interval (5 min)|Ask|0|215|21.36|248K|3%|0/77|0.54|0%
2026-03-10|07:14:07|QBTS|18.5|PUT|3/13/2026|Hot Contract|Ask|0|215|21.94|255K|3%|1/75|0.54|0%
2026-03-10|07:18:33|RKLB|85.0|CALL|3/27/2026|Hot Contract|Ask|0|536|4.76|463K|20%|8/91|1.81|0%
2026-03-10|07:19:29|META|665.0|CALL|3/13/2026|Interval (5 min)|Ask|0|3069|1.36|1.42M|2%|19/80|3.41|0%
2026-03-10|07:19:31|META|665.0|CALL|3/13/2026|Hot Contract|Ask|1|3069|1.69|1.95M|2%|21/77|3.77|1%
2026-03-10|07:24:27|HIMX|9.0|CALL|4/17/2026|Interval (5 min)|Ask|0|910|6.30|201K|13%|0/100|0.35|0%
2026-03-10|07:24:27|HIMX|9.0|CALL|4/17/2026|Hot Contract|Ask|0|910|6.60|210K|13%|0/100|0.35|0%
2026-03-10|07:28:16|NVDA|182.5|CALL|3/13/2026|Hot Contract|Ask|4|11432|1.54|6.37M||21/75|3.62|4%
2026-03-10|07:30:01|RKLB|85.0|CALL|3/27/2026|Hot Contract|Ask|0|536|5.21|506K|20%|12/86|1.81|0%
2026-03-10|07:35:31|HIMX|9.0|CALL|4/17/2026|Hot Contract|Ask|0|910|14.74|502K|10%|6/78|0.37|0%
2026-03-10|07:39:45|CRCL|110.0|PUT|3/20/2026|Interval (5 min)|Ask|0|117|8.59|402K|6%|0/100|4.00|0%
2026-03-10|07:41:42|CRCL|140.0|CALL|5/15/2026|Hot Contract|Ask|2|286|2.44|605K|20%|10/79|8.69|2%
2026-03-10|07:44:37|AVGO|320.0|PUT|3/16/2026|Interval (5 min)|Ask|0|605|2.20|205K|8%|0/100|1.54|0%
2026-03-10|07:51:34|AMD|192.5|PUT|3/27/2026|Interval (5 min)|Ask|0|122|8.79|547K|6%|0/100|5.10|0%
2026-03-10|07:51:35|NOK|8.0|CALL|3/27/2026|Interval (5 min)|Ask|0|7570|1.26|375K|0%|3/92|0.39|0%
2026-03-10|07:52:04|NOK|8.5|CALL|3/27/2026|Hot Contract|Ask|0|500|12.41|149K|6%|2/97|0.24|0%
2026-03-10|07:52:12|NOK|8.5|CALL|3/27/2026|Interval (5 min)|Ask|0|500|18.40|220K|6%|2/98|0.24|0%
2026-03-10|07:52:12|MU|422.5|CALL|3/13/2026|Interval (5 min)|Ask|0|560|2.73|1.22M|2%|34/66|8.00|0%
2026-03-10|07:52:15|MU|422.5|CALL|3/13/2026|Hot Contract|Ask|1|560|6.05|2.66M|2%|20/79|7.85|1%
2026-03-10|07:52:16|MU|422.5|CALL|3/13/2026|Hot Contract|Ask|1|560|6.05|2.66M|2%|20/79|7.85|1%
2026-03-10|07:52:18|NOK|8.0|CALL|3/27/2026|Hot Contract|Ask|0|7570|1.60|481K||2/93|0.40|0%
2026-03-10|07:53:50|NOK|8.0|CALL|3/27/2026|Hot Contract|Ask|0|7570|2.20|685K||2/94|0.41|0%
2026-03-10|08:01:10|NIO|6.5|CALL|4/24/2026|Hot Contract|Ask|0|31|188.74|114K|19%|23/77|0.19|0%
2026-03-10|08:02:56|NOK|8.5|CALL|4/2/2026|Hot Contract|Ask|0|2184|1.55|111K|5%|9/91|0.33|0%
2026-03-10|08:03:20|NOK|8.5|CALL|4/2/2026|Interval (5 min)|Ask|0|2184|2.80|202K|5%|27/73|0.33|0%
2026-03-10|08:03:34|AMPX|18.0|CALL|3/20/2026|Hot Contract|Ask|3|1087|2.36|426K||4/95|1.66|3%
2026-03-10|08:04:36|AMPX|18.0|CALL|3/20/2026|Hot Contract|Ask|2|1087|3.28|592K||3/84|1.66|2%
2026-03-10|08:05:12|CRWV|82.0|CALL|3/20/2026|Interval (5 min)|Ask|0|253|3.96|266K|8%|0/100|2.65|0%
2026-03-10|08:10:23|MSFT|407.5|CALL|3/20/2026|Hot Contract|Ask|1|597|2.18|980K|1%|24/75|7.51|1%
2026-03-10|08:24:42|INTC|47.0|PUT|3/13/2026|Interval (5 min)|Ask|0|505|6.35|339K|1%|17/81|1.06|0%
2026-03-10|08:30:01|TTAN|85.0|CALL|3/20/2026|Hot Contract|Ask|0|356|11.36|1.05M|8%|0/100|2.60|0%
2026-03-10|08:32:33|NRG|175.0|CALL|4/17/2026|Interval (5 min)|Ask|0|22|48.18|428K|11%|24/76|4.04|0%
2026-03-10|08:37:05|META|670.0|CALL|3/13/2026|Hot Contract|Ask|10|1953|1.61|1.12M|2%|17/79|3.57|10%
2026-03-10|08:41:57|CORZ|16.0|CALL|3/13/2026|Hot Contract|Ask|0|3329|1.51|239K|2%|13/86|0.47|0%
2026-03-10|08:42:58|CORZ|16.0|CALL|3/27/2026|Interval (5 min)|Ask|0|187|10.71|224K|2%|0/100|1.12|0%
2026-03-10|08:43:03|LRCX|212.5|PUT|3/13/2026|Interval (5 min)|Ask|0|593|2.92|531K|3%|30/70|3.07|0%
2026-03-10|08:43:26|CORZ|16.0|CALL|3/27/2026|Hot Contract|Ask|0|187|13.84|290K|2%|4/96|1.12|0%
2026-03-10|08:50:00|NVDA|175.0|PUT|4/2/2026|Hot Contract|Ask|2|3623|1.50|2M|6%|6/93|3.69|2%
2026-03-10|08:57:58|INTC|48.0|PUT|3/13/2026|Interval (5 min)|Ask|0|369|4.12|211K|0%|1/99|1.39|0%
2026-03-10|08:58:00|INTC|48.0|PUT|3/13/2026|Hot Contract|Ask|1|369|12.31|642K|0%|5/95|1.41|1%
2026-03-10|09:00:36|CRWV|68.0|PUT|3/13/2026|Interval (5 min)|Ask|30|1406|1.73|217K|9%|22/72|0.89|30%
2026-03-10|09:01:45|DAVE|230.0|CALL|3/27/2026|Hot Contract|Ask|0|||553K|2%|0/100|10.01|0%
2026-03-10|09:10:20|RIVN|18.0|CALL|3/27/2026|Hot Contract|Ask|11|800|3.15|199K|7%|19/78|0.79|11%
2026-03-10|09:12:18|BAC|45.0|PUT|4/2/2026|Interval (5 min)|Ask|0|254|15.17|200K|7%|0/100|0.52|0%
2026-03-10|09:12:21|BAC|45.0|PUT|4/2/2026|Hot Contract|Ask|0|254|15.54|205K|7%|0/100|0.52|0%
2026-03-10|09:21:41|MS|140.0|PUT|5/15/2026|Interval (5 min)|Ask|0|664|2.08|454K|14%|0/100|3.28|0%
2026-03-10|09:24:02|FIGR|40.0|CALL|3/13/2026|Interval (5 min)|Ask|0|15|117.33|203K|6%|22/77|1.15|0%
2026-03-10|09:24:04|FIGR|40.0|CALL|3/13/2026|Hot Contract|Ask|0|15|175.13|292K|6%|21/77|1.11|0%
2026-03-10|09:26:04|AMZN|212.5|CALL|3/18/2026|Interval (5 min)|Ask|0|165|6.67|644K||0/100|5.85|0%
2026-03-10|09:26:07|AMZN|212.5|CALL|3/18/2026|Hot Contract|Ask|3|165|11.02|1.04M||17/83|5.73|3%
2026-03-10|09:28:24|TSM|380.0|CALL|4/2/2026|Interval (5 min)|Ask|0|655|1.57|417K|9%|0/100|4.05|0%
2026-03-10|09:31:39|CRM|200.0|CALL|3/13/2026|Hot Contract|Ask|3|1073|2.39|628K|1%|23/76|2.44|3%
2026-03-10|09:31:40|CRM|200.0|CALL|3/13/2026|Hot Contract|Ask|3|1073|2.39|628K|1%|23/76|2.44|3%
2026-03-10|09:31:41|CRM|197.5|CALL|3/13/2026|Hot Contract|Ask|2|198|6.99|501K||16/83|3.62|2%
2026-03-10|09:33:49|GEV|1050.0|CALL|1/15/2027|Hot Contract|Ask|0|102|3.53|3.46M|25%|0/100|96.22|0%
2026-03-10|09:45:40|ENPH|38.0|PUT|4/2/2026|Interval (5 min)|Ask|0|134|14.79|206K|12%|1/99|1.04|0%
2026-03-10|09:45:40|ENPH|38.0|PUT|4/2/2026|Hot Contract|Ask|0|134|19.07|266K|12%|0/99|1.04|0%
2026-03-10|09:46:49|DUOL|135.0|CALL|1/15/2027|Hot Contract|Ask|0|24|11.42|500K|40%|11/89|18.26|0%
2026-03-10|10:01:23|AXTI|70.0|CALL|3/20/2026|Hot Contract|Ask|0|97|33.56|235K|52%|10/89|0.72|0%
2026-03-10|10:07:39|WMT|128.0|CALL|3/13/2026|Hot Contract|Ask|1|2253|1.50|141K|2%|7/90|0.42|1%
2026-03-10|10:17:19|SATS|85.0|PUT|5/15/2026|Hot Contract|Ask|0|1186|2.11|718K|21%|20/78|2.87|0%
2026-03-10|10:20:25|VNDA|10.0|CALL|4/17/2026|Hot Contract|Ask|0|1716|1.54|214K|5%|8/91|0.81|0%
2026-03-10|10:22:01|C|114.0|CALL|3/13/2026|Hot Contract|Ask|0|254|14.11|112K|3%|4/95|0.31|0%
2026-03-10|10:22:30|CCL|27.5|CALL|3/13/2026|Hot Contract|Ask|0|360|12.09|190K|2%|4/96|0.44|0%
2026-03-10|10:23:17|CCL|27.5|CALL|3/13/2026|Interval (5 min)|Ask|0|360|14.02|227K|3%|18/82|0.45|0%
2026-03-10|10:26:28|ORA|125.0|CALL|5/15/2026|Hot Contract|Ask|0|33|90.91|990K|13%|0/100|3.30|0%
2026-03-10|10:32:26|COMP|9.0|CALL|4/17/2026|Hot Contract|Ask|0|420|5.97|188K|0%|5/77|0.75|0%
2026-03-10|10:38:01|AAL|11.0|CALL|3/27/2026|Hot Contract|Ask|0|155|56.97|856K||4/96|0.97|0%
2026-03-10|10:38:01|AAL|11.0|CALL|3/27/2026|Hot Contract|Ask|0|155|56.97|856K||4/96|0.97|0%
2026-03-10|10:38:58|CRML|11.0|CALL|3/20/2026|Hot Contract|Ask|1|518|4.83|158K|7%|4/89|0.63|1%
2026-03-10|10:40:01|AVGO|330.0|PUT|3/27/2026|Interval (5 min)|Ask|0|222|4.86|959K|5%|2/98|8.90|0%
2026-03-10|10:43:27|SOFI|18.5|PUT|3/20/2026|Hot Contract|Ask|1|3014|1.89|509K|0%|6/94|0.89|1%
2026-03-10|10:50:01|AMZN|207.5|PUT|3/13/2026|Hot Contract|Ask|4|2886|1.50|379K|4%|16/79|0.87|4%
2026-03-10|10:59:37|DFDV|5.0|CALL|4/17/2026|Hot Contract|Ask|0|1238|2.32|166K|16%|7/89|0.58|0%
2026-03-10|11:09:42|CCL|27.0|CALL|3/27/2026|Interval (5 min)|Ask|0|67|21.79|237K|1%|0/100|1.62|0%
2026-03-10|11:09:43|CCL|27.0|CALL|3/27/2026|Hot Contract|Ask|0|67|40.51|440K|1%|1/99|1.62|0%
2026-03-10|11:17:11|ASML|1220.0|PUT|3/13/2026|Hot Contract|Ask|0|83|30.25|442K|12%|8/78|1.76|0%
2026-03-10|11:24:10|NBIS|98.0|CALL|3/20/2026|Hot Contract|Ask|3|433|2.13|507K|2%|5/95|5.49|3%
2026-03-10|11:24:31|CRWV|77.0|CALL|3/13/2026|Hot Contract|Ask|1|1988|1.68|744K|3%|26/72|2.23|1%
2026-03-10|11:24:45|TSLA|325.0|PUT|3/13/2026|Hot Contract|Ask|3|1486|7.32|116K|19%|4/94|0.11|3%
2026-03-10|11:34:45|MU|390.0|PUT|3/13/2026|Hot Contract|Ask|7|1113|4.23|2.36M|5%|26/72|5.00|7%
2026-03-10|11:43:41|TSLA|510.0|CALL|5/15/2026|Hot Contract|Ask|0|1259|3.13|1.78M|27%|11/83|4.52|0%
2026-03-10|11:43:42|TSLA|510.0|CALL|5/15/2026|Hot Contract|Ask|0|1259|3.13|1.78M|27%|11/83|4.52|0%
2026-03-10|11:56:38|NOK|8.5|CALL|3/27/2026|Hot Contract|Ask|0|500|39.88|500K|9%|10/86|0.25|0%
2026-03-10|12:05:35|CRCL|123.0|CALL|3/13/2026|Hot Contract|Ask|2|71|46.03|1.07M|3%|15/72|3.28|2%
2026-03-10|12:05:35|CRCL|123.0|CALL|3/13/2026|Hot Contract|Ask|2|71|46.03|1.07M|3%|15/72|3.28|2%
2026-03-10|12:19:26|MSFT|405.0|CALL|3/18/2026|Hot Contract|Ask|5|516|2.00|824K|0%|24/74|7.97|5%
2026-03-10|12:26:43|CRWV|74.0|PUT|3/13/2026|Interval (5 min)|Ask|0|485|2.06|273K|1%|0/100|2.73|0%
2026-03-10|12:36:04|CCL|27.0|CALL|3/27/2026|Hot Contract|Ask|0|67|47.49|506K|3%|7/92|1.59|0%
2026-03-10|12:41:36|BABA|143.0|CALL|3/13/2026|Hot Contract|Ask|4|683|4.19|202K|4%|24/71|0.71|4%
2026-03-10|12:43:50|NBIS|90.0|PUT|3/13/2026|Hot Contract|Ask|3|1488|1.71|375K|7%|11/88|1.47|3%
2026-03-10|12:44:20|DFDV|5.0|CALL|3/20/2026|Hot Contract|Ask|0|537|8.98|100K|16%|22/77|0.21|0%
2026-03-10|12:50:30|RKLB|69.0|PUT|3/13/2026|Hot Contract|Ask|1|847|2.95|546K|0%|26/72|2.18|1%
2026-03-10|12:55:51|AAL|11.0|CALL|4/17/2026|Hot Contract|Ask|6|2734|1.55|466K||17/74|1.10|6%
2026-03-10|12:55:51|AAL|11.0|CALL|4/17/2026|Hot Contract|Ask|6|2734|1.55|466K||17/74|1.10|6%
2026-03-11|06:33:55|ORCL|190.0|CALL|3/27/2026|Interval (5 min)|Ask|0|706|7.14|859K|13%|0/100|1.70|0%
2026-03-11|06:34:01|ORCL|190.0|CALL|3/27/2026|Hot Contract|Ask|0|706|7.15|859K|13%|0/100|1.70|0%
2026-03-11|06:34:01|ORCL|190.0|CALL|3/27/2026|Hot Contract|Ask|0|706|7.15|859K|13%|0/100|1.70|0%
2026-03-11|06:38:37|ORCL|200.0|CALL|4/2/2026|Interval (5 min)|Ask|0|1072|4.71|848K|18%|0/100|1.68|0%
2026-03-11|06:38:40|ORCL|200.0|CALL|4/2/2026|Hot Contract|Ask|0|1072|4.77|857K|18%|1/99|1.68|0%
2026-03-11|06:38:41|ORCL|200.0|CALL|4/2/2026|Hot Contract|Ask|0|1072|4.77|857K|18%|1/99|1.68|0%
2026-03-11|06:42:01|NFLX|97.0|PUT|4/10/2026|Interval (5 min)|Ask|0|42|23.81|355K|0%|0/100|3.55|0%
2026-03-11|06:44:12|ORCL|185.0|CALL|3/13/2026|Interval (5 min)|Ask|6|7617|1.45|715K|9%|6/92|0.65|6%
2026-03-11|06:44:15|ORCL|185.0|CALL|3/13/2026|Hot Contract|Ask|7|7617|1.69|816K|9%|12/86|0.63|7%
2026-03-11|06:50:32|WULF|14.5|PUT|3/13/2026|Hot Contract|Ask|0|785|4.94|198K|1%|0/99|0.51|0%
2026-03-11|06:51:35|WULF|14.5|PUT|3/13/2026|Interval (5 min)|Ask|0|785|4.99|200K|0%|0/100|0.51|0%
2026-03-11|06:57:32|IREN|47.0|CALL|4/2/2026|Interval (5 min)|Ask|0|114|9.42|223K|14%|0/100|2.08|0%
2026-03-11|06:58:19|ONDS|10.0|PUT|4/17/2026|Interval (5 min)|Ask|0|2531|1.26|467K|2%|18/82|1.47|0%
2026-03-11|06:58:21|ONDS|10.0|PUT|4/17/2026|Hot Contract|Ask|0|2531|1.72|639K|2%|14/86|1.47|0%
2026-03-11|07:00:11|IREN|47.0|CALL|4/2/2026|Hot Contract|Ask|0|114|21.21|503K|13%|8/92|2.08|0%
2026-03-11|07:00:27|VG|15.0|CALL|5/15/2026|Hot Contract|Ask|0|1879|3.08|505K|28%|6/91|0.87|0%
2026-03-11|07:00:32|DHR|180.0|PUT|4/17/2026|Interval (5 min)|Ask|0|282|3.55|260K|8%|27/73|2.60|0%
2026-03-11|07:00:39|NCLH|23.0|CALL|5/15/2026|Interval (5 min)|Ask|0|122|12.46|205K|12%|0/100|1.35|0%
2026-03-11|07:00:40|INTC|49.0|PUT|3/13/2026|Hot Contract|Ask|0|150|20.89|595K||3/96|1.90|0%
2026-03-11|07:00:44|TSLA|427.5|CALL|3/13/2026|Hot Contract|Ask|4|2883|1.50|384K|3%|22/73|0.89|4%
2026-03-11|07:01:40|IREN|47.0|CALL|4/2/2026|Hot Contract|Ask|0|114|21.99|523K|13%|10/90|2.09|0%
2026-03-11|07:01:40|CRWV|84.0|CALL|3/13/2026|Hot Contract|Ask|1|1364|1.84|346K|3%|10/80|1.38|1%
2026-03-11|07:03:32|ASML|1180.0|PUT|3/20/2026|Interval (5 min)|Ask|0|207|4.96|513K|15%|0/84|5.00|0%
2026-03-11|07:08:39|DJT|10.5|CALL|3/13/2026|Hot Contract|Ask|0|929|11.00|185K|2%|1/99|0.18|0%
2026-03-11|07:16:57|MRVL|86.0|PUT|3/27/2026|Interval (5 min)|Ask|0|103|13.29|240K|8%|0/100|1.75|0%
2026-03-11|07:17:16|MDLZ|54.0|PUT|3/20/2026|Hot Contract|Ask|0|6|500.83|175K|2%|4/96|0.58|0%
2026-03-11|07:17:22|MRVL|86.0|PUT|3/27/2026|Hot Contract|Ask|0|103|32.73|600K|8%|0/100|1.78|0%
2026-03-11|07:19:13|CRWV|84.0|CALL|3/13/2026|Hot Contract|Ask|1|1364|2.48|501K|2%|20/73|1.48|1%
2026-03-11|07:20:53|CAG|16.0|PUT|4/2/2026|Hot Contract|Ask|0|131|22.90|105K|6%|0/100|0.35|0%
2026-03-11|07:21:47|CAG|16.0|PUT|4/2/2026|Interval (5 min)|Ask|0|131|43.75|201K|6%|0/100|0.35|0%
2026-03-11|07:24:03|AAPL|270.0|CALL|3/16/2026|Hot Contract|Ask|8|1456|1.72|102K|4%|24/71|0.41|8%
2026-03-11|07:39:30|YPF|41.0|CALL|4/17/2026|Interval (5 min)|Ask|0|420|3.56|209K|7%|0/100|1.40|0%
2026-03-11|07:45:22|CAG|16.5|PUT|3/27/2026|Hot Contract|Ask|0|465|7.57|122K|3%|3/95|0.35|0%
2026-03-11|07:52:10|APO|125.0|CALL|9/18/2026|Hot Contract|Ask|0|43|16.42|508K|18%|24/76|7.19|0%
2026-03-11|07:54:36|YPF|41.0|CALL|4/17/2026|Hot Contract|Ask|0|420|6.63|390K|6%|0/100|1.40|0%
2026-03-11|07:55:50|HIMS|29.0|CALL|3/13/2026|Hot Contract|Ask|1|1847|1.86|138K|8%|25/71|0.40|1%
2026-03-11|07:56:07|BABA|165.0|CALL|7/17/2026|Interval (5 min)|Ask|0|299|10.03|1.56M|21%|0/100|5.20|0%
2026-03-11|07:56:09|BABA|165.0|CALL|7/17/2026|Hot Contract|Ask|0|299|10.14|1.58M|21%|0/100|5.20|0%
2026-03-11|07:56:10|BABA|165.0|CALL|7/17/2026|Hot Contract|Ask|0|299|10.14|1.58M|21%|0/100|5.20|0%
2026-03-11|08:08:09|OSCR|13.0|CALL|4/17/2026|Interval (5 min)|Ask|0|1049|1.37|200K||25/65|1.40|0%
2026-03-11|08:09:06|BG|160.0|CALL|1/15/2027|Hot Contract|Ask|0|1011|2.12|943K|30%|0/100|4.40|0%
2026-03-11|08:14:38|ORCL|145.0|PUT|4/10/2026|Interval (5 min)|Ask|1|413|2.71|386K|12%|0/99|3.45|1%
2026-03-11|08:17:07|MU|410.0|PUT|3/13/2026|Interval (5 min)|Ask|0|2226|2.72|3.64M|2%|0/100|6.01|0%
2026-03-11|08:17:09|MU|410.0|PUT|3/13/2026|Hot Contract|Ask|1|2226|4.44|6.68M|2%|14/85|6.75|1%
2026-03-11|08:18:13|IREN|49.0|CALL|4/10/2026|Interval (5 min)|Ask|0|533|1.99|225K|20%|0/100|2.12|0%
2026-03-11|08:24:36|BMY|60.0|PUT|4/2/2026|Interval (5 min)|Ask|0|231|6.87|325K|0%|5/80|2.04|0%
2026-03-11|08:25:06|MOS|40.0|CALL|6/18/2026|Interval (5 min)|Ask|0|1371|2.99|201K|42%|7/93|0.49|0%
2026-03-11|08:25:06|MOS|40.0|CALL|6/18/2026|Hot Contract|Ask|0|1371|3.32|223K|42%|16/84|0.49|0%
2026-03-11|08:30:27|ASML|1180.0|PUT|3/20/2026|Hot Contract|Ask|0|207|12.53|1.3M|15%|1/92|5.00|0%
2026-03-11|08:31:24|GOOGL|320.0|CALL|3/18/2026|Interval (5 min)|Ask|0|294|5.44|200K|4%|1/99|1.25|0%
2026-03-11|08:32:14|NE|45.0|CALL|6/18/2026|Hot Contract|Ask|0|199|5.03|500K||0/100|5.00|0%
2026-03-11|08:33:16|BAC|48.0|PUT|4/10/2026|Interval (5 min)|Ask|0|251|4.88|210K|0%|0/100|1.71|0%
2026-03-11|08:33:46|PAAS|57.0|PUT|3/27/2026|Interval (5 min)|Ask|0|32|31.84|239K|4%|0/100|2.35|0%
2026-03-11|09:00:02|NIO|5.5|PUT|3/13/2026|Hot Contract|Ask|0|6713|1.81|107K||29/70|0.09|0%
2026-03-11|09:01:24|WDC|260.0|PUT|3/13/2026|Interval (5 min)|Ask|1|394|3.27|533K|3%|2/98|4.13|1%
2026-03-11|09:04:45|ORCL|147.0|PUT|3/27/2026|Interval (5 min)|Ask|0|293|3.46|235K|11%|2/98|2.32|0%
2026-03-11|09:12:22|ETSY|52.0|CALL|3/20/2026|Interval (5 min)|Ask|0|124|8.06|211K|0%|0/65|2.11|0%
2026-03-11|09:15:03|FSLR|330.0|CALL|12/18/2026|Hot Contract|Ask|0|72|6.97|559K|65%|0/100|11.13|0%
2026-03-11|09:19:42|FSLR|340.0|CALL|12/18/2026|Hot Contract|Ask|0|59|8.44|510K|70%|2/89|10.24|0%
2026-03-11|09:31:10|BP|44.0|CALL|4/17/2026|Hot Contract|Ask|0|12|842.08|666K|7%|1/99|0.66|0%
2026-03-11|09:43:13|CEG|305.0|CALL|4/2/2026|Hot Contract|Ask|0|36|7.81|505K|1%|3/97|17.99|0%
2026-03-11|09:47:14|ASML|1380.0|CALL|7/17/2026|Hot Contract|Ask|0|20|2.30|801K|0%|0/100|174.03|0%
2026-03-11|09:56:22|AXTI|60.0|CALL|5/15/2026|Hot Contract|Ask|5|65|9.65|574K|28%|1/87|9.15|5%
2026-03-11|10:00:03|FLY|25.0|CALL|5/15/2026|Hot Contract|Ask|0|1360|1.89|656K|25%|25/75|2.55|0%
2026-03-11|10:00:11|FLY|25.0|CALL|5/15/2026|Hot Contract|Ask|0|1360|2.02|702K|25%|23/77|2.55|0%
2026-03-11|10:02:18|ASND|290.0|CALL|4/17/2026|Hot Contract|Ask|0|890|2.16|502K|26%|30/70|2.61|0%
2026-03-11|10:05:15|NVDA|180.0|PUT|3/25/2026|Interval (5 min)|Ask|0|77|13.30|389K|3%|0/100|3.80|0%
2026-03-11|10:13:43|YPF|41.0|CALL|4/17/2026|Hot Contract|Ask|0|420|8.36|500K|6%|10/88|1.42|0%
2026-03-11|10:17:34|ORCL|150.0|PUT|4/2/2026|Interval (5 min)|Ask|0|209|5.39|490K|8%|0/100|4.35|0%
2026-03-11|10:33:16|EQT|61.0|PUT|3/20/2026|Interval (5 min)|Ask|0|168|17.93|202K|3%|0/100|0.67|0%
2026-03-11|10:33:16|EQT|61.0|PUT|3/20/2026|Hot Contract|Ask|0|168|22.44|252K|3%|5/95|0.67|0%
2026-03-11|10:40:03|HIMS|40.0|CALL|3/27/2026|Hot Contract|Ask|5|2044|1.78|100K|46%|19/78|0.28|5%
