Date|Time|Description
2026-03-11|05:18:08|🚨 IRANIAN OFFICIAL TELLS REUTERS: SUPREME LEADER MOJTABA KHAMENEI WAS LIGHTLY INJURED BUT STILL CONTINUING TO OPERATE
2026-03-11|05:22:07|**ANDURAND GAINS 6% AS OIL TURMOIL HITS HEDGE FUNDS**  Oil trader Pierre Andurand made 6% last week as war-driven volatility rocked energy markets.  Brent crude jumped 19%  briefly nearing $120  before falling back near $91.  Here are returns for some hedge funds:
2026-03-11|05:23:09|**IRAN THREATENS OIL BLOCKADE IN STRAIT OF HORMUZ**  *“We will not allow even a single liter of oil to pass through the Strait of Hormuz for the benefit of the US  the Zionist regime or their partners.”*
2026-03-11|05:25:07|U.S. INTERIOR SECRETARY BURGUM: LOT OF OPTIONS TO ENSURE SHIPPING AND ENERGY IS OPEN -FOX NEWS INTERVIEW
2026-03-11|05:27:07|U.S. INTERIOR SECRETARY BURGUM ON OIL RESERVES: THESE ARE THE KINDS OF MOMENTS THESE RESERVES ARE USED FOR   U.S. INTERIOR SECRETARY BURGUM ON OIL RESERVES: PERFECT TIME TO THINK ABOUT RELEASES
2026-03-11|05:30:07|Spain is downgrading its diplomatic representation in Israel and will not return its ambassador to the country
2026-03-11|05:31:08|*US FEB. CONSUMER PRICES RISE 0.3% M/M; EST. +0.3% *US FEB. CONSUMER PRICES RISE 2.4% Y/Y; EST. +2.4%  *US FEB. CORE CPI RISES 0.2% M/M; EST. +0.2% *US FEB. CORE CPI RISES 2.5% Y/Y; EST. +2.5%
2026-03-11|05:37:07|**RUSSIA SHARES DRONE WAR TACTICS WITH IRAN**  Russia is providing Iran with advanced drone tactics developed during the war in Ukraine to help target the U.S. and Gulf states  according to a Western intelligence source. Shahed drone attacks—often launched in coordinated waves and changing flight paths to evade air defenses—have proven effective.  Volodymyr Zelensky said Moscow is also helping Iran with drones  missiles and air defense. Ukraine has sent drone-interception experts to the Gulf to share its experience countering Shahed drones.  Officials are also increasingly concerned about Iranian mines and sea-drone threats in the Strait of Hormuz.
2026-03-11|05:38:09|🇯🇵 JAPAN INDUSTRY MINISTRY SAYS    TOTAL AMOUNT OF CRUDE OIL TO BE RELEASED BY JAPAN FROM BOTH PRIVATE AND STATE RESERVES WILL BE AROUND 80 MILLION BARRELS
2026-03-11|05:39:08|**TRUMP WELCOMES IRAN TO U.S. WORLD CUP**  President Donald Trump told FIFA that Iran is welcome to play in the World Cup in the U.S.  officials say. The discussion with FIFA president Gianni Infantino and White House task force director Andrew Giuliani touched on the ongoing war  now in its 12th day. Infantino later wrote that the World Cup is needed “to bring people together now more than ever.”
2026-03-11|05:42:09|**IRAN CONFLICT SHIFTS FED RATE CUT EXPECTATIONS**  The Iran conflict and rising oil prices are reshaping expectations for U.S. monetary policy. Morgan Stanley says the Fed is now more likely to delay cuts or cut deeper than previously forecast.  Chief U.S. economist Michael Gapen notes inflation at 3% and low unemployment could push cuts to later in 2026  possibly three reductions lowering rates to 2.75–3%. The baseline still expects two cuts in June and September  but risks now favor later  potentially larger easing.
2026-03-11|05:45:09|DIPLOMATIC ADVISOR TO UAE'S PRESIDENT: IRANIANS LYING WHEN THEY CLAIM ONLY ATTACKING U.S. BASES IN THE GULF  THEIR ATTACKS HIT CIVILIAN INFRASTRUCTURE
2026-03-11|05:47:08|SPOT SILVER  FALLS OVER 3% TO $85.33/OZ
2026-03-11|05:56:07|**ISRAEL SEES NO GUARANTEE OF IRANIAN UPRISING**  Israel says there is no certainty Iran’s government will collapse despite the U.S.-led bombing campaign  a senior official told Reuters. Civilians remain fearful  and no uprising has emerged  even after the deaths of leaders including Ayatollah Ali Khamenei.  Israeli leaders emphasize they cannot force regime change  with Prime Minister Benjamin Netanyahu saying it is ultimately up to Iranians. The U.S. and Israel have not set clear public conditions for ending the conflict  while President Donald Trump says the war will continue until objectives are met.
2026-03-11|06:04:07|**RECESSION ODDS FALL TO 28% AS EXPANSION HOLDS**  Kalshi traders now see a 28% chance of a U.S. recession in 2026  down from recent highs of 34–36%. Wells Fargo says the expansion should continue  supported by services  demographics  and fiscal policy. A major  persistent oil shock would be needed to trigger a recession. https://kalshi.com/markets/kxrecssnber/recession/kxrecssnber-26?utm_source=walterbloomberg
2026-03-11|06:04:08|↧
2026-03-11|06:06:07|**IRAN ATTACKS TWO SHIPS IN STRAIT OF HORMUZ**  Iran’s Islamic Revolutionary Guard Corps said it attacked two vessels in the Strait of Hormuz after they ignored warnings.  The Thai-flagged bulk carrier Mayuree Naree and Liberian-flagged Express Rome were struck by Iranian fire  according to Fars News Agency.  The UK Maritime Trade Operations says 13 vessel attacks have occurred in the region since the conflict escalated on Feb. 28  including three today. Iran warned ships linked to the U.S. or Israel could be targeted.
2026-03-11|06:07:08|JUST IN: Israeli intelligence assessment indicates Iran’s new supreme leader was wounded at the start of the war
2026-03-11|06:10:07|**IRAN’S SHAHED DRONE PRODUCTION SLOWS BUT STOCKPILES REMAIN**  Iran’s production of Shahed-136 drone has slowed due to U.S. and Israeli strikes  but existing stockpiles remain and new drones can be made using simple components. Over 2 100 Shaheds have been fired  damaging oil infrastructure  airports  and military equipment.  While Israel’s defenses have intercepted many  the drones’ sheer numbers strain interceptor supplies. Shaheds are easy to launch with minimal infrastructure  unlike ballistic missiles  whose production is now nearly halted. The Strait of Hormuz remains a key target for Iranian attacks  including drones and mines  threatening global oil flows.
2026-03-11|06:26:08|🇯🇵 JAPAN INDUSTRY MINISTRY SAYS   PLAN TO RELEASE OIL FROM NATIONAL RESERVES FROM AROUND LATE MARCH
2026-03-11|06:28:08|**HORMUZ TRAFFIC RISES AS IRAN-LINKED SHIPS MOVE**  Shipping through the Strait of Hormuz remains mostly suspended  but vessel-tracking data shows a slight uptick in Iran- and China-linked traffic  including two sanctioned VLCCs fully loaded with crude.  Eight commercial transits were recorded Tuesday  with four more early Wednesday. Recent incidents  including the Mayuree Naree being hit and another vessel turning back  highlight ongoing missile  drone  and security risks.  Since Feb. 28  13.7 million barrels of Iranian oil have passed the strait  though many ships avoid AIS tracking  making full monitoring difficult. Most commercial tonnage remains blocked until maritime security improves.
2026-03-11|06:30:07|**SLB SUSPENDS MIDDLE EAST OPERATIONS  CUTS Q1 REVENUE OUTLOOK**  SLB  the world’s largest oilfield-services provider has halted some operations and employee travel in the Middle East due to regional instability. The company said measures will continue until conditions stabilize and it will resume activity gradually.  SLB warned these disruptions will reduce first-quarter revenue  sending its shares down 2.3% in premarket trading.
2026-03-11|06:30:09|ALL HSBC BRANCHES CLOSED IN QATAR UNTIL FURTHER NOTICE TO ENSURE SAFETY OF CUSTOMERS AND STAFF - TEXT MESSAGE TO CUSTOMERS
2026-03-11|06:39:07|🚨N**O POLICY MOVE CAN STOP CRUDE’S RISE: CARLYLE ENERGY ** Jeff Currie  says no policy move can stop crude’s rise  even with a Middle East ceasefire. Supply-chain disruptions—from misplaced ships  canceled insurance  and slowed output in Saudi Arabia  Iraq  and the UAE—will take months to fix. He called oil reserve releases a “minuscule offset” to the ongoing disruption.
2026-03-11|06:45:08|$TSLA - TESLA SHARES HIT TWO-WEEK HIGH  LAST UP 2.6%; CO'S CHINA-MADE EV SALES JUMP 91% IN FEBRUARY
2026-03-11|06:46:09|**GOLDMAN WARNS OF POTENTIAL ‘EXTREME’ STOCK RALLY**  Goldman Sachs’ John Flood says hedge fund positioning could fuel a sharp stock surge if good news emerges. Speculative bulls have high gross exposure (307%) while heavily shorting ETFs and index futures  creating right-tail upside risk.  A ceasefire in the Iran conflict or positive headlines could trigger 2–3% index gains as macro shorts unwind. Market volatility remains high due to war  AI  credit fears  and thin liquidity  while corporate buybacks support equities. Flood notes stocks need a resolution signal soon or risk further stress.
2026-03-11|06:52:08|AMBREY SAYS  OIL STORAGE FACILITIES HAVE REPORTEDLY BEEN STRUCK IN THE PORT OF OMAN'S SALALAH
2026-03-11|06:52:09|**DIESEL PRICES SKYROCKET ACROSS U.S.**  Patrick De Haan of GasBuddy reports that average diesel prices have risen over $1/gal in 25 states and over 75¢/gal in 49 of 50 states compared with a month ago.
2026-03-11|06:57:09|**ISRAEL WORRIED TRUMP’S ‘VICTORY’ MAY DIFFER**  Senior Israeli officials warn that Donald Trump’s view of ending the Iran war may be sooner than Israel prefers. Israel is preparing to intensify strikes if the U.S. pushes for a quicker conclusion.  Officials say IDF and U.S. operations continue as normal  with coordination ongoing. Ballistic missile targets have seen progress  but drone launches remain high  prompting U.S. focus on Iranian drone production and launch sites.
2026-03-11|06:57:11|🚨 IRAN'S NEW SUPREME LEADER SUFFERED FRACTURED FOOT  FACIAL LACERATIONS ON FIRST DAY OF WAR  SOURCE SAYS
2026-03-11|06:58:08|**IRAN’S NEW LEADER INJURED ON FIRST DAY OF WAR**  Iran’s newly appointed Supreme Leader  Mojtaba Khamenei  suffered a fractured foot  facial lacerations  and a bruise around his eye on the first day of the U.S. and Israeli bombardment  a source told CNN.  He has not been seen publicly  with Iranian media relying on archival and AI-generated images. His son  Yousef Pezeshkian  said he is “safe and there are no concerns.”
2026-03-11|07:00:08|*OMAN: DRONES STRUCK FUEL TANKS AT SALALAH PORT  *OMAN: NO HUMAN CASUALTIES FROM SALALAH PORT INCIDENT
2026-03-11|07:02:09|"🚨 TRUMP TELLS AXIOS THERE'S ""PRACTICALLY NOTHING LEFT"" TO TARGET IN IRAN"
2026-03-11|07:02:11|*IEA MEMBERS AGREED TO RELEASE 400M BARRELS OF OIL: STATEMENT
2026-03-11|07:03:08|"🚨 TRUMP TELLS AXIOS IRAN WAR WILL END SOON  ""ANY TIME I WANT IT TO END  IT WILL END"""
2026-03-11|07:03:09|🚨 *TRUMP SAYS WAR WITH IRAN WILL END SOON: AXIOS
2026-03-11|07:05:08|🚨 *OFFICIALS PREPARE FOR AT LEAST TWO MORE WEEKS OF STRIKES: AXIOS
2026-03-11|07:05:09|IEA SAYS IT HAS PROPOSED LARGEST RELEASE OF STRATEGIC OIL RESERVES IN HISTORY
2026-03-11|07:12:09|**TRUMP SAYS ‘NOTHING LEFT TO TARGET’ IN IRAN WAR**  Donald Trump told Axios the conflict with Iran will end “soon” because there is “practically nothing left to target.” He added  “Any time I want it to end  it will end.”  U.S. and Israeli officials  however  plan at least two more weeks of strikes. CENTCOM reports Iranian drone and missile attacks have dropped  while U.S. strikes destroyed 16 mine-laying boats in the Strait of Hormuz. Israeli Defense Minister Israel Katz says operations will continue until all objectives are met.
2026-03-11|07:20:08|**IEA ANNOUNCES 400M-BARREL RELEASE  TIMING UNCLEAR**  The International Energy Agency says 400 million barrels could be released  but details on pace and timing are missing. In 2022  the U.S. peaked at about 1 million barrels/day for a month.  This may be the first time the world releases at full speed  creating supply rates the market has never seen. Analysts and traders remain uncertain how much oil will actually reach markets and how quickly.
2026-03-11|07:24:08|**TRUMP CLAIMS WINNING IN IRAN BUT WAR’S END REMAINS UNCLEAR**  President Donald Trump repeatedly says the U.S. is succeeding in Iran  but his objectives and exit plan remain vague  fueling domestic and international concern.  The 12-day conflict has shut the Strait of Hormuz  killed U.S. troops  and sparked Iranian retaliation  yet Trump alternates between claiming victory and threatening further action. U.S. allies  including Germany  stress the need for a clear  limited endgame  while polls show Americans are divided and skeptical of Trump’s decisions.  Criticism also grows over the girls’ school bombing  with Trump blaming Iran despite evidence of U.S. missiles hitting the site  raising questions about accountability and strategy.
2026-03-11|07:25:09|OIL PRICES LITTLE CHANGED DESPITE IEA PROPOSAL FOR RECORD RELEASE FROM STRATEGIC STOCKS; BRENT  WTI FUTURES LAST UP ABOUT 3%
2026-03-11|07:27:09|CHINA'S MILITARY 'TRACKED  MONITORED' U.S. P-8A PATROL AIRCRAFT TRANSITING TAIWAN - GLOBAL TIMES  CITING SOURCE
2026-03-11|07:38:11|UK JOINS INTERNATIONAL ENERGY AGENCY MEMBERS IN COORDINATED OIL STOCK RELEASE  UK CONTRIBUTING 13.5 MILLION BARRELS TO STRATEGIC OIL RESERVE RELEASE
2026-03-11|07:39:10|**Rubio has overtaken J.D. Vance as the favorite to win the 2028 U.S. presidential election** https://kalshi.com/markets/kxpresperson/pres-person/kxpresperson-28?utm_source=walterbloomberg
2026-03-11|07:39:11|↧ ↧
2026-03-11|07:51:08|🚨 U.S. AT FAULT IN STRIKE ON SCHOOL IN IRAN - NYT SAYS  CITING PRELIMINARY INQUIRY
2026-03-11|07:51:09|EU WEIGHS LIFTING RUSSIA SANCTIONS AGAINST OIL TRADER NIELS TROOST - FT
2026-03-11|07:52:10|CITI TELLS STAFF TODAY TO EVACUATE OFFICES IN DUBAI'S DIFC  OUD METHA- MEMO TO EMPLOYEES SHOWS
2026-03-11|07:58:08|**U.S. MILITARY MISTAKENLY STRIKES SCHOOL IN IRAN**  A preliminary U.S. investigation finds the Feb. 28 Tomahawk missile strike on Shajarah Tayyebeh Elementary School in Minab was a targeting error. Outdated data from the Defense Intelligence Agency led Central Command to strike a building formerly part of a nearby naval base  killing at least 175 people  mostly children.  Officials say the error reflects human and procedural failures  not new technology. Satellite imagery and videos confirm U.S. responsibility. The investigation is ongoing  with questions about why data wasn’t verified. President Donald Trump initially blamed Iran but says he will accept the findings.
2026-03-11|07:59:08|🚨 U.S. CENTRAL COMMAND WARNS CIVILIANS IN IRAN TO AVOID PORT FACILITIES WHERE IRANIAN NAVAL FORCES ARE OPERATING
2026-03-11|08:01:08|🚨 NO OIL WILL PASS THROUGH IRAQ-TURKEY PIPELINE UNLESS BAGHDAD GOVERNMENT GIVES KURDISTAN IMMEDIATE DOLLAR RELIEF - SENIOR KRG OFFICIAL TELLS REUTERS  SECURITY GUARANTEES FOR IOCS IN KRG TO RESTART PRODUCTION ALSO NEEDED - SENIOR KRG OFFICIAL TELLS REUTERS
2026-03-11|08:06:10|MAERSK: WE CAN CONFIRM AN ONGOING INCIDENT NEAR TO THE GENERAL CARGO TERMINAL IN SALALAH  OMAN
2026-03-11|08:07:08|MAERSK: ALL OPERATIONS IN PORT OF SALALAH HAVE BEEN PAUSED UNTIL FURTHER NOTICE
2026-03-11|08:08:08|"FRENCH PRESIDENCY BROADCASTS VIDEO MESSAGE OF MACRON TO G7 LEADERS AFTER IEA DECISION TO RELEASE OIL STOCKS  AT THE END OF WHICH TRUMP STATES: ""WELL  I DO AGREE."""
2026-03-11|08:11:09|TRUMP ADDS  IN COMMENTS TO MACRON BROADCAST ON VIDEO PUBLISHED BY FRENCH PRESIDENCY: I THINK WE ARE HAVING A TREMENDOUS IMPACT ON THE WORLD.
2026-03-11|08:28:09|MACRON: WILL TAKE FEW WEEKS TO COORDINATE HORMUZ SHIP ESCORTS
2026-03-11|08:29:08|U.S. FERTILIZER STOCKS RISE AS MIDDLE EAST CONFLICT CONTINUES TO DISRUPT SHIPPING THROUGH STRAIT OF HORMUZ  🔸CF INDUSTRIES CLIMBS 7.6% 🔸MOSAIC RISES 6.2% 🔸U.S.-LISTED SHARES OF NUTRIEN UP 3.2%
2026-03-11|08:30:08|**GERMAN FM: STRAIT OF HORMUZ BLOCKED  DIPLOMACY ONLY OPTION**  German Foreign Minister Johann Wadephul says the Strait of Hormuz is currently unnavigable  with no shipping movement and no protection available. He warns the blockage threatens energy security for Asia and Europe and says only diplomacy  not military action  can restore safe passage.
2026-03-11|08:33:08|MACRON: IT IS OBVIOUS THERE IS A NEED FOR DEFINITION OF MILITARY AND POLITICAL OBJECTIVES ON WAR IN IRAN
2026-03-11|08:38:08|**BLS STRUGGLES WITH DATA COLLECTION AMID STAFF SHORTAGE**  The Bureau of Labor Statistics has faced staffing shortages and a federal hiring freeze  forcing reliance on less precise estimation methods for price data. In February  “different-cell imputation” was used in 40% of estimates  up from 9% a year ago. Relief may be coming as the BLS posts job openings for price-data collectors nationwide.
2026-03-11|08:53:09|EURO ZONE MONEY MARKETS NOW FULLY PRICE IN ECB RATE HIKE BY JULY
2026-03-11|08:57:08|**IEA TO RELEASE 400M BARRELS OF OIL—BUT IMPACT LIMITED**  The International Energy Agency will release 400 million barrels from emergency reserves—about four days of global oil use and 22% of members’ stocks.  Physical limits mean releases can’t exceed 2.5 million barrels per day  far below the 20 million barrels daily normally flowing through the Strait of Hormuz. Analysts say the move helps  but won’t significantly move markets.
2026-03-11|08:57:09|*ROMANIAN ASSEMBLY APPROVES US REQUEST FOR INCREASED AIRBASE USE
2026-03-11|08:57:10|🚨 IRAN HAS LAID ABOUT A DOZEN MINES IN STRAIT OF HORMUZ  SOURCES SAY
2026-03-11|08:58:08|Iran has deployed about a dozen mines in the Strait of Hormuz  halting oil and LNG exports and pushing energy prices higher. The U.S. Navy has destroyed 16 mine-laying vessels but is not escorting commercial ships. President Trump demanded immediate removal of the mines  warning of military consequences if Iran fails to comply. Iran’s military says oil could reach $200 a barrel.
2026-03-11|09:01:08|$MCD - McDonald's Planning New $4 Breakfast Meal Deals  Sources Say
2026-03-11|09:02:08|$MCD - McDonald's to Offer New Menu of Items Costing $3 and Less  Sources Say
2026-03-11|09:04:08|🚨 **IRAN CLAIMS UNDERWATER MISSILES  THREATENS STRAIT OF HORMUZ ** Iran’s Islamic Revolutionary Guard Corps says it has h**igh-speed missiles launched from underwater  capable of 100 meters per second. **Commander Ali Fadavi claimed only Iran and Russia have this tech and suggested they might be used soon. Analysts see the statements as deterrence signaling  highlighting Tehran’s naval capabilities in the Strait of Hormuz  a key oil and gas route. CNN has not verified the claims.
2026-03-11|09:05:08|**IRAN CLAIMS IT HAS HIGH-SPEED UNDERWATER-LAUNCHED MISSILES: CNN**
2026-03-11|09:10:08|*VON DER LEYEN: ENFORCING OIL PRICE CAP WILL STABILIZE MARKETS
2026-03-11|09:14:08|🚨 *US TO ANNOUNCE NEW SECTION 301 TRADE PROBES WEDNESDAY: NYT
2026-03-11|09:14:10|TRUMP ON IRAN: US COULD STRIKE EVEN MORE TARGETS IF WE WANT
2026-03-11|09:14:12|TRUMP: US LEAVING CERTAIN THINGS IN IRAN THAT WE COULD TAKE OUT
2026-03-11|09:15:08|TRUMP: US TOOK OUT JUST ABOUT ALL OF IRAN'S MINE SHIPS
2026-03-11|09:17:11|TRUMP: I AM NOT WORRIED ABOUT AN IRAN-BACKED DOMESTIC TERROR ATTACK
2026-03-11|09:17:12|TRUMP ON SPAIN: NOT COOPERATING
2026-03-11|09:20:09|$PZZA *PAPA JOHNS DRAWS TAKEOVER BID FROM IRTH CAPITAL: WSJ
2026-03-11|09:22:08|🚨🚨 SENIOR IRANIAN MILITARY SPOKESPERSON TELLS STATE TV: IF OUR PORTS AND DOCKS ARE THREATENED  ALL PORTS AND DOCKS IN THE REGION WILL BE OUR 'LEGITIMATE TARGETS'
2026-03-11|09:23:08|TRUMP: THINK YOU CAN SEE GREAT SAFETY AT HORMUZ
2026-03-11|09:26:09|TRUMP: ASKED IF IRAN LAID MINES IN HORMUZ: WE DON'T THINK SO
2026-03-11|09:35:09|JMIC: NO CONFIRMED EVIDENCE OF MINES IN THE STRAIT OF HORMUZ
2026-03-11|09:38:09|SENIOR IRANIAN MILITARY SPOKESPERSON SHEKARCHI DENIES THAT IRGC VESSELS ARE LOCATED AT IRANIAN 'ECONOMIC' PORTS - STATE TV
2026-03-11|09:38:10|GLOBAL REFINERS HOLD OFF BUYING OIL AS PREMIUMS SURGE - TRADERS  MARKUPS ALSO SEEN IN CRUDE FROM BRAZIL  AZERBAIJAN: TRADERS
2026-03-11|09:39:10|TRUMP: US MILITARY HITTING IRAN VERY HARD
2026-03-11|09:39:11|TRUMP: I THINK OIL COMPANIES SHOULD USE STRAIT OF HORMUZ
2026-03-11|09:40:10|TRUMP ON MILITARY ACTION TO END IRAN OPERATION: MORE OF SAME
2026-03-11|09:41:09|TRUMP: NOT WORRIED ABOUT ANY IRAN-BACKED ATTACKS ON US SOIL
2026-03-11|09:45:14|🚨 TRUMP ON HITTING IRAN: NOT FINISHED YET
2026-03-11|09:46:08|TRUMP ON SPAIN: THEY HAVE BEEN BAD  IT MAY CUT OFF TRADE WITH SPAIN
2026-03-11|10:03:12|TRUMP SAYS ON REOPENING STRAIT OF HORMUZ: IT'S WORKING OUT VERY WELL
2026-03-11|10:10:13|PUTIN'S ENVOY DMITRIEV IN FLORIDA  MEETS MEMBERS OF TRUMP ADMINISTRATION  SOURCES SAY
2026-03-11|10:11:16|About 20 000 seafarers aboard vessels in the Middle East face serious security risks as the conflict continues  according to the World Shipping Council. CEO Joe Kramek said some crew members have already been killed  urging carriers to prioritize safety.  Shipping companies are pausing or rerouting services based on risk assessments as conditions deteriorate.
2026-03-11|10:37:11|🚨🚨 FBI HAS WARNED POLICE DEPARTMENTS IN CALIFORNIA THAT IRAN WANTS TO RETALIATE FOR AMERICAN ATTACKS BY LAUNCHING OFFENSIVE DRONES AGAINST THE WEST COAST -ABC NEWS
2026-03-11|10:40:13|🚨FB**I WARNS IRAN MAY TARGET CALIFORNIA WITH DRONES ** The Federal Bureau of Investigation warned California police that Iran may launch drone attacks from a vessel off the U.S. West Coast in retaliation for American strikes. The alert said Tehran had aspired to carry out a surprise UAV attack on unspecified targets in California  though timing and details remain unclear.  Officials also flagged growing drone threats from Mexican cartels  raising concerns about potential attacks on U.S. forces and law enforcement near the southern border.
2026-03-11|10:42:12|*IDF DETECTS LAUNCH OF MISSILES FROM IRAN  WORKING TO INTERCEPT
2026-03-11|10:58:12|🚨 U.S. STATE DEPT: IRAN AND IRAN-ALIGNED TERRORIST MILITIAS MAY BE PLANNING TO TARGET U.S.-OWNED OIL AND ENERGY INFRASTRUCTURE IN IRAQ
2026-03-11|11:11:12|IRAN'S PRESIDENT SAYS ONLY WAY TO END WAR IS RECOGNIZING IRAN'S LEGITIMATE RIGHTS  PAYMENT OF REPARATIONS AND FIRM INTERNATIONAL GURANATEES AGAINST FUTURE AGGRESSION -POST ON X
2026-03-11|11:30:12|ISRAELI MILITARY SPOKESPERSON: WE ARE PREPARED TO CONTINUE THE WAR WITH IRAN AS LONG AS NECESSARY
2026-03-11|11:35:11|U.S. INTERIOR SECRETARY SAYS  IT'S REASONABLE TO EXPECT THAT VENEZUELA COULD BE A 4 MILLION BARREL OIL DAY CONTRIBUTOR
2026-03-11|11:35:12|ISRAELI MILITARY SPOKESPERSON: WE WILL CONTINUE STRIKING HEZBOLLAH UNTIL IT IS DISARMED
2026-03-11|11:40:12|**TRUMP PREPARES NEW TARIFF INVESTIGATIONS**  The Office of the United States Trade Representative is preparing to launch Section 301 investigations into alleged unfair trade practices by multiple countries. The probes could lead to **new tariffs on nations including China and possibly the European Union.  The investigations would replace the temporary 10% global tariffs imposed last month after the Supreme Court of the United States ruled several earlier levies illegal.  The probes may target issues such as industrial overcapacity  digital trade rules  and forced labor practices  though the process could take months before tariffs are imposed.
2026-03-11|11:53:12|TRUMP SAYS KNOCKED OUT IRAN'S LEADERSHIP TWICE
2026-03-11|11:53:13|*TRUMP: OIL WILL BE COMING DOWN
2026-03-11|11:54:12|TRUMP: MARKET HOLDING UP WELL
2026-03-11|11:54:13|TRUMP: THE US MILITARY IS WAY AHEAD OF SCHEDULE
2026-03-11|11:54:14|TRUMP SAYS HAVE HIT 28 MINES
2026-03-11|11:55:12|IDF STILL HAS A LONG LIST OF IRAN TARGETS TO HIT: SPOKESMAN
2026-03-11|11:55:12|TRUMP TO INVOKE EMERGENCY LAW FOR SABLE AS OIL SQUEEZE TIGHTENS
2026-03-11|11:58:12|LEBANON’S HEZBOLLAH  IRAN CARRIED OUT JOINT MISSILE ATTACK ON NORTHERN ISRAEL  FIRST COORDINATED ATTACK SINCE START OF WAR -SENIOR ISRAELI DEFENCE OFFICIAL
2026-03-11|11:59:11|🚨 IRAN SAYS TRUCE DEPENDS ON US  ISRAEL PLEDGING NO FUTURE STRIKES
2026-03-11|11:59:12|ISRAELI MILITARY SAYS IT BEGAN 'EXTENSIVE WAVE' OF ATTACKS IN BEIRUT'S SOUTHERN SUBURBS
2026-03-11|12:03:12|IRAN'S FOREIGN MINISTER ON X: A BRANCH OF IRAN'S OLDEST BANK WAS BOMBED WHILE FULL OF EMPLOYEES  IRANIAN ARMED FORCES WILL EXACT RETRIBUTION FOR THIS 'CRIME'
2026-03-11|13:21:14|TRUMP SAYS US WILL REDUCE STRATEGIC PETROLEUM RESERVE 'A LITTLE BIT'
2026-03-11|13:21:15|EU WARNS IRAN CONFLICT COULD PUSH THE BLOC’S INFLATION ABOVE 3%
2026-03-11|13:33:14|UNIFIED COMMAND OF IRANIAN ARMED FORCES KHATAM AL-ANBIYA SPOKESPERSON SAYS STRAIT OF HORMUZ UNDOUBTEDLY UNDER IRAN'S CONTROL
2026-03-11|13:36:13|US COMMITTED TO EU TRADE DEAL  TOP TRUMP OFFICIAL TELLS BRUSSELS - POLITICO
2026-03-11|13:46:14|PENTAGON: THE IRAN WAR COST MORE THAN $11 BLN IN THE FIRST WEEK  SOURCES SAY
2026-03-11|14:16:15|TRUMP: IEA DECISION TO RELEASE OIL FROM RESERVE WILL 'SUBSTANTIALLY' REDUCE THE OIL PRICES
2026-03-11|14:17:15|*TRUMP: WE DON'T WANT TO LEAVE IRAN EARLY  HAVE TO FINISH JOB
2026-03-11|14:17:16|*TRUMP ON IRAN  OIL PRICES: WE HAVE TO FINISH THE JOB
2026-03-11|14:22:15|ATTENDEE FAINTS AT TRUMP RALLY IN KY
2026-03-11|14:36:15|IRAN'S REVOLUTIONARY GUARDS SAYS IT CARRIED OUT A JOINT OPERATION WITH LEBANON'S HEZBOLLAH AGAINST ISRAEL
2026-03-11|14:54:15|TWO FOREIGN TANKERS CARRYING IRAQI FUEL OIL WERE SUBJECTED TO UNIDENTIFIED ATTACKS INSIDE TERRITORIAL WATERS  CAUSING THEM TO CATCH FIRE - IRAQI PORT OFFICIAL TO REUTERS
2026-03-11|15:33:15|IRANIAN EXPLOSIVE-LADEN BOATS HIT TWO FUEL TANKERS IN IRAQI WATERS  INITIAL INVESTIGATION FROM IRAQI SECURITY OFFICIALS SHOWS
2026-03-11|15:49:15|ONE FOREIGN CREW MEMBER KILLED IN TANKERS ATTACK – IRAQI PORT SECURITY OFFICIALS
2026-03-11|15:49:16|DUBAI AUTHORITIES RESPONDING TO INCIDENT INVOLVING DRONE THAT FELL ON A BUILDING IN VICINITY OF DUBAI CREEK HARBOUR - DUBAI MEDIA OFFICE
2026-03-11|15:58:15|UNITED STATES TO RELEASE 172 MLN BARRELS OF OIL FROM STRATEGIC PETROLEUM RESERVE - DOE
2026-03-11|15:58:16|TRUMP AUTHORIZED DEPARTMENT OF ENERGY TO RELEASE 172 MLN BARRELS FROM STRATEGIC PETROLEUM RESERVE  BEGINNING NEXT WEEK  DOE SAYS
2026-03-11|16:04:15|U.S. INTELLIGENCE FINDS IRAN GOVERNMENT NOT AT RISK OF COLLAPSE -SOURCES
2026-03-11|16:12:16|USTR GREER: EU HAS DONE 'APPROXIMATELY ZERO PERCENT' OF WHAT WAS AGREED IN BI-LAT TRADE DEAL
2026-03-11|16:16:15|USTR Greer: US Initiating Section 301 Investigation Into 16 Trading Partners Including China  Eu  Mexico  Vietnam  India  And Japan
2026-03-11|18:10:15|*US OFFICIALS SAID IRAN LAID MINES IN STRAIT OF HORMUZ: WSJ  *US ESTIMATED 10 MINES LAID IN STRAIT OF HORMUZ: WSJ
2026-03-11|19:24:16|*OMAN SAID TO EVACUATE SHIPS FROM MINA AL FAHAL OIL TERMINAL
2026-03-11|19:24:17|UAE REPORTS NEW WAVE OF IRANIAN MISSILE AND DRONE ATTACK
2026-03-11|19:24:16|*OMAN SAID TO EVACUATE SHIPS FROM MINA AL FAHAL OIL TERMINAL
2026-03-11|19:24:17|UAE REPORTS NEW WAVE OF IRANIAN MISSILE AND DRONE ATTACK
2026-03-12|04:46:17|WRIGHT: HORMUZ TANKER ESCORT LIKELY BY END OF MONTH
